Route,Booking Value Std,Booking Value Mean,Ride Distance Std,Ride Distance Mean,Driver Ratings Std,Driver Ratings Mean,Avg VTAT Std,Avg VTAT Mean,Avg CTAT Std,Avg CTAT Mean,Count
Tilak Nagar <-> Vaishali,251.44458666928833,501.27272727272725,12.216677734803069,24.08181818181818,0.4271760045262084,4.254545454545456,3.528865619711733,7.627272727272728,5.737408059365258,35.71818181818182,11
Maidan Garhi <-> Panchsheel Park,86.75981388939495,302.14285714285717,13.14347389857221,21.932857142857138,0.4911460982191739,3.914285714285714,2.7971559900465075,11.185714285714287,8.117655236003326,28.02857142857143,7
Nirman Vihar <-> Yamuna Bank,472.43291521124985,647.125,10.023761457157688,31.832499999999996,0.2958039891549807,4.3500000000000005,2.084466358567583,11.15,6.958347055874693,30.712500000000002,8
Central Secretariat <-> Khan Market,359.3330584758105,538.5555555555555,12.564703157341153,27.208888888888886,0.37712361663282534,4.333333333333333,3.704651730519948,7.633333333333334,8.755188937614845,23.46666666666667,9
Jama Masjid <-> Pragati Maidan,202.3586914367653,483.4,7.544860502355229,32.93,0.2756809750418045,4.2,3.056403114773965,7.9799999999999995,9.688962792786441,31.8,5
Mansarovar Park <-> Rohini,105.99922987783391,381.14285714285717,14.386209666601854,24.76,0.26418917155581345,4.585714285714286,3.821635508415693,12.028571428571428,5.804431804356786,33.5,7
Aya Nagar <-> Rithala,336.3350264245459,589.5,11.23245409516549,17.615000000000002,0.3131382371342657,4.183333333333334,3.6316509866572932,8.933333333333332,8.02504759418216,26.51666666666667,6
Indraprastha <-> Shastri Park,463.25013491633223,542.25,9.812165917879701,27.680000000000003,0.2958039891549808,4.3500000000000005,1.819641104723676,9.3125,9.658084372690062,34.3125,8
Cyber Hub <-> Udyog Bhawan,357.25024055275316,561.375,10.466690021205366,26.070000000000004,0.3119995993587172,4.4375,3.357733610636794,9.475000000000001,7.630530781013861,27.200000000000003,8
Hauz Khas <-> Saidulajab,308.1695796082384,549.2857142857143,8.452873922579256,14.297142857142857,0.15779087167410355,4.371428571428572,3.190163453044821,9.4,6.406884052744057,24.05714285714286,7
Meerut <-> Tughlakabad,308.86229677211645,533.7142857142857,11.261746701800313,20.815714285714282,0.5962467644202631,4.185714285714285,2.6206402084301494,6.328571428571428,9.334574747372573,24.900000000000002,7
Karkarduma <-> Kashmere Gate,242.30361119884284,617.6,16.003413885793243,29.967999999999996,0.4800000000000001,3.96,2.493992782667985,8.9,4.614065452504981,33.58,5
Barakhamba Road <-> Shastri Park,119.39508993254287,369.25,10.00955387367489,18.2975,0.14142135623730964,4.3,3.9524517707367415,9.525,8.770547303332899,27.85,4
Azadpur <-> Tilak Nagar,629.3765874966186,612.0,14.235585909011245,17.41222222222222,0.4189935029992179,4.266666666666667,2.810298521114399,8.133333333333333,8.0801540139337,28.699999999999996,9
DLF Phase 3 <-> Udyog Vihar Phase 4,209.6560675646347,348.0,13.621913004012647,28.848333333333333,0.31313823713426553,4.083333333333333,2.6629661824531095,10.416666666666666,9.327096130212354,33.583333333333336,6
Laxmi Nagar <-> Sohna Road,221.04967767449924,521.2,9.32922804952264,32.398,0.3929376540877699,3.7600000000000002,4.745271330493126,8.18,5.783078764810314,24.0,5
Akshardham <-> Huda City Centre,201.2286748747224,307.85714285714283,13.539044520593476,28.471428571428568,0.39948947011741615,4.142857142857143,3.4141362788576917,6.971428571428573,8.997732140571278,32.128571428571426,7
Greater Kailash <-> Uttam Nagar,257.2819465100496,572.0,15.420205446102202,25.168,0.6910861017268399,4.220000000000001,4.31073079651235,7.26,9.578308827762864,29.1,5
Mehrauli <-> Nawada,207.02932279237106,382.6363636363636,12.734106217439246,25.845454545454547,0.31753180357405425,4.309090909090909,3.7063492541028067,6.954545454545456,7.202318267735192,30.35454545454546,11
Lajpat Nagar <-> Okhla,204.29660310640588,369.57142857142856,15.456359499558484,25.967142857142857,0.18294640678379576,4.2285714285714295,3.2991031558065997,7.414285714285714,7.891716142479365,30.071428571428573,7
Azadpur <-> Botanical Garden,152.54994059323656,332.375,12.932325716494308,27.613749999999996,0.2955397604384221,4.3625,4.184775232912754,7.9375,5.286243940644433,36.975,8
Karol Bagh <-> Palam Vihar,380.29113444672294,555.7142857142857,18.41357784298293,30.282857142857146,0.2507132682112034,4.2,2.7613956837890834,9.457142857142857,7.782738618774452,25.74285714285714,7
Greater Kailash <-> Ramesh Nagar,230.31771534122163,409.5,15.051764846688245,25.815,0.2958039891549811,4.55,4.4144648599802,10.450000000000001,8.787775600230127,28.199999999999996,4
Nirman Vihar <-> Satguru Ram Singh Marg,427.95352811049736,452.3333333333333,12.606223330826195,23.25,0.047140452079103,4.266666666666667,5.398971095392981,10.033333333333333,5.289822513300634,37.36666666666667,3
Ramesh Nagar <-> Tughlakabad,491.70432059204944,619.1666666666666,11.354725521414714,31.084999999999997,0.19507833184532702,4.216666666666666,3.744774136491189,10.1,3.147838764754143,29.933333333333326,6
India Gate <-> Kashmere Gate,460.17544480339234,654.4,9.440712684961872,26.971999999999998,0.41761226035642196,4.36,2.5623426780975254,7.9799999999999995,3.083504499753487,39.2,5
Maidan Garhi <-> Samaypur Badli,130.46527315726587,468.75,18.239450889486776,25.527500000000003,0.24494897427831766,3.8999999999999995,2.5480384612481815,5.8500000000000005,7.962568681022474,27.849999999999998,4
Barakhamba Road <-> Noida Film City,142.7239378975356,408.85714285714283,11.227724431885889,27.935714285714283,0.3493434074467853,4.271428571428571,3.613410396547499,8.042857142857143,4.427004331027786,34.91428571428571,7
Jor Bagh <-> Kashmere Gate,446.96395325596905,567.7142857142857,6.903584694392694,24.654285714285717,0.23123448651769496,4.071428571428571,2.864276807966203,9.914285714285715,10.519195282328164,27.52857142857143,7
Barakhamba Road <-> DLF City Court,337.27980471215096,482.0,3.1479781871332384,31.99,0.390156663690654,4.133333333333333,4.358771488491785,9.933333333333334,7.070694606771123,31.916666666666668,6
Cyber Hub <-> Gurgaon Sector 56,254.27505278563171,558.5555555555555,11.795801931614339,17.52111111111111,0.32317865716108857,4.166666666666667,3.842485049811475,7.655555555555556,4.472908849981959,34.74444444444444,9
Ashram <-> Yamuna Bank,198.58261644855915,355.3333333333333,12.37259479993317,27.697499999999994,0.403026742978125,3.9583333333333326,3.943234360550007,8.891666666666666,7.5684056371793975,29.891666666666666,12
Gurgaon Sector 29 <-> Mansarovar Park,191.40340986022807,415.14285714285717,15.09745525252653,23.92142857142857,0.44216535830120457,4.2857142857142865,1.213865473499886,8.77142857142857,6.2510407296770705,29.514285714285712,7
Paharganj <-> Shahdara,237.9210886921217,591.3333333333334,12.788097571811566,23.49777777777778,0.34138425546082707,4.4111111111111105,3.573358208868639,8.666666666666666,8.761785713476955,31.799999999999997,9
Delhi Gate <-> Sultanpur,114.62365957049764,319.5,8.463239463835476,31.853333333333328,0.2629955639676583,4.1499999999999995,3.3559648389099666,7.05,7.737068063693263,28.46666666666667,6
Dilshad Garden <-> Gurgaon Sector 29,311.58024648555624,454.5,13.31058135469672,33.088,0.5318834458788881,4.29,3.622167859169423,10.03,11.181252166014323,31.24,10
Aya Nagar <-> Huda City Centre,326.55758967600184,720.125,15.092759853651684,29.979999999999997,0.3887077951366554,4.1125,3.6931524474356596,6.275,8.191916747623841,28.549999999999997,8
Dilshad Garden <-> Subhash Nagar,543.664137016183,575.1428571428571,12.233383399033773,30.451428571428576,0.17612611437054215,4.457142857142857,3.060678862938877,7.171428571428572,10.021650033190896,29.771428571428572,7
Basai Dhankot <-> Qutub Minar,129.68166151516309,264.0,18.630583279471775,24.59,0.22173557826083456,4.55,3.8355428414878756,9.683333333333335,9.093663850298308,31.116666666666664,6
Anand Vihar <-> IMT Manesar,221.6536924461219,540.875,15.676198070243306,27.721249999999998,0.21469455046647082,4.2125,4.033531331228258,7.175,7.7248685263893,30.687499999999993,8
Munirka <-> Sushant Lok,443.9731833117852,552.25,11.73232047593314,23.5275,0.5499999999999999,4.1000000000000005,3.3376638536557275,6.900000000000001,5.984654856380608,29.387499999999996,8
Arjangarh <-> Tis Hazari,339.00848071987815,543.0,12.048583941692067,32.364999999999995,0.2912795049432759,4.262499999999999,3.0762954588270617,7.9875,7.661551735777812,34.074999999999996,8
Malviya Nagar <-> Sohna Road,380.8163096932628,399.77777777777777,18.01131420819072,26.762222222222224,0.27080128015453214,4.366666666666666,4.06496625044833,8.322222222222223,6.021033092931215,32.72222222222222,9
Munirka <-> Tis Hazari,287.2933556875658,398.1666666666667,12.731848517268284,23.16,0.3818813079129867,4.250000000000001,3.805989431876494,10.233333333333333,7.73297412958875,27.733333333333334,6
Akshardham <-> IGNOU Road,162.58925335372706,364.14285714285717,8.113971824914737,19.025714285714287,0.2969229955832359,4.257142857142857,4.419576117822215,8.814285714285715,9.406055366146875,31.442857142857143,7
Greater Kailash <-> Udyog Vihar Phase 4,123.54659040216367,269.2,11.054746310974306,27.387999999999998,0.38781438859330625,4.26,4.087737760669096,8.920000000000002,7.836682971768093,27.580000000000002,5
IMT Manesar <-> Raj Nagar Extension,64.5,661.5,2.16,10.82,0.55,3.6500000000000004,3.45,9.850000000000001,2.3499999999999996,26.950000000000003,2
Nawada <-> New Delhi Railway Station,221.7216723732707,459.0,17.255544579931403,31.067500000000003,0.291547594742265,4.199999999999999,0.8831760866327841,10.2,4.735240226218729,19.950000000000003,4
Lajpat Nagar <-> Shivaji Park,279.0076163834959,518.5,11.747911250515982,33.8225,0.21650635094610987,4.625,2.816469421101533,5.75,4.667105634116287,24.974999999999998,4
Aya Nagar <-> Meerut,330.9789437781349,610.7142857142857,13.36263202718228,26.907142857142855,0.6423807758833462,4.085714285714285,3.5876204381404766,8.057142857142855,5.792958427862121,35.114285714285714,7
Lok Kalyan Marg <-> Maidan Garhi,202.99923029410726,440.25,16.647840513111603,17.5625,0.32572035551988454,4.1875,3.9622436825616876,7.925000000000001,6.063775638989291,28.325000000000003,8
Keshav Puram <-> Ramesh Nagar,414.9932981386567,669.25,14.569191810117678,20.669999999999998,0.3079671248688728,4.3375,4.164132562731402,7.15,8.393859362653155,29.574999999999996,8
Maidan Garhi <-> Sarai Kale Khan,392.3864662407317,515.8333333333334,12.903607592022043,17.436666666666667,0.5639641438562877,4.083333333333333,2.7304863221696527,9.933333333333332,8.097050217345958,32.36666666666667,6
Greater Kailash <-> Green Park,143.8758073266117,391.54545454545456,14.441485294825501,26.734545454545454,0.3728381209892705,4.290909090909091,4.147746575297551,9.272727272727273,6.646045241748802,28.99090909090909,11
Saidulajab <-> Sarojini Nagar,291.7537436153652,634.4444444444445,12.615509365190526,30.731111111111108,0.6712803318663653,3.922222222222222,2.492210085669166,8.266666666666667,8.304349596580229,28.93333333333333,9
Palam Vihar <-> Shahdara,315.35034485473454,503.4,16.704776083503784,34.124,0.4317406628984581,4.26,2.911631844859511,7.08,9.683470452270715,29.18,5
GTB Nagar <-> Palam Vihar,498.0747833367178,676.7142857142857,13.580794211995535,32.75000000000001,0.5006118705124353,4.171428571428572,3.9990815272040265,9.014285714285716,5.546537805933812,34.48571428571429,7
Cyber Hub <-> Mundka,452.60017307405735,405.5,9.501364814242915,30.429999999999996,0.24094720491334934,4.216666666666666,2.772483844257107,7.5,7.218206148344614,29.95,6
Adarsh Nagar <-> Rohini West,546.8170254984751,599.125,8.583902721810167,19.59875,0.47434164902525683,3.9499999999999997,2.4969981978367546,10.049999999999999,10.446859575968274,27.525000000000002,8
Bhikaji Cama Place <-> Golf Course Road,579.7823810491312,777.125,14.336578163477503,32.573750000000004,0.1999999999999999,4.299999999999999,4.3127717305695645,7.75,8.428485925716434,28.824999999999996,8
Basai Dhankot <-> IIT Delhi,403.77003962399084,682.4285714285714,14.661993349459404,26.07285714285714,0.26572964625340395,4.428571428571429,3.702784390819692,9.971428571428573,9.009428168222849,29.61428571428571,7
Gurgaon Sector 56 <-> Punjabi Bagh,126.7596150199266,238.66666666666666,12.319139079266902,25.36111111111111,0.19116278371205836,4.311111111111111,4.817278571922759,9.02222222222222,6.21968202116832,30.866666666666667,9
Ghaziabad <-> Udyog Vihar,305.8315876426109,541.8,12.594519482695638,26.936999999999994,0.3348133808556642,4.2299999999999995,3.775195359183416,7.030000000000001,6.304791828442871,33.64,10
Maidan Garhi <-> Narsinghpur,196.38433123738656,600.8333333333334,16.91004279185071,25.598333333333333,0.36247605284885903,4.083333333333333,4.181573334948887,8.833333333333334,8.81880881349,25.883333333333336,6
GTB Nagar <-> MG Road,364.37069036902517,630.0,12.22383436285899,19.84857142857143,0.24159335036125382,4.414285714285714,3.873984396205129,8.77142857142857,7.274501175128007,28.614285714285717,7
Gwal Pahari <-> Panchsheel Park,498.1540926259665,640.5,8.544509933284647,24.759999999999998,0.43229041164476467,4.2749999999999995,3.615159055975269,10.024999999999999,4.729941199423096,21.362499999999997,8
Badarpur <-> Tis Hazari,271.6012191103387,725.6666666666666,12.900554789964998,35.73166666666666,0.42295258468165076,4.066666666666666,4.191161334681991,7.3500000000000005,8.00305497225209,32.166666666666664,6
Gurgaon Sector 29 <-> South Extension,729.3297531904817,794.6666666666666,8.70730041721058,30.098333333333333,0.608276253029822,4.0,4.159894496525389,7.483333333333333,7.303595005201206,23.25,6
Dwarka Sector 21 <-> Moolchand,302.8959959705641,538.625,13.639730569186474,25.805000000000003,0.5068283733178324,4.225,2.61904085496962,8.375,7.472857134322855,29.4125,8
Greater Kailash <-> Raj Nagar Extension,74.0,1370.0,11.55,26.98,0.04999999999999982,4.25,3.9499999999999997,10.25,4.700000000000001,20.4,2
Golf Course Road <-> Gwal Pahari,444.9220750789535,660.2727272727273,13.562304102252813,24.307272727272732,0.3170108322575035,4.263636363636363,3.5009325794164954,7.472727272727273,7.61793230227097,25.827272727272728,11
Narsinghpur <-> Tagore Garden,281.2774153304883,575.375,9.35162652964713,24.902500000000003,0.2955397604384222,4.3625,3.461845606031557,7.875000000000001,10.158670865324853,29.9875,8
IGNOU Road <-> Samaypur Badli,245.33373188373423,374.4,13.395332619983725,25.272,0.1959591794226541,4.26,1.568948692596415,10.08,9.137045474331405,25.18,5
AIIMS <-> Chandni Chowk,350.3252203310518,544.8,5.003713021347249,23.096,0.4079215610874229,4.140000000000001,3.1654383582688825,8.6,10.00499875062461,34.0,5
AIIMS <-> Hero Honda Chowk,376.5375553809273,489.57142857142856,16.691865304600885,27.294285714285714,0.14568627181693677,4.385714285714286,3.2616510155040768,6.214285714285715,8.03205313422542,28.242857142857137,7
Delhi Gate <-> Gurgaon Sector 29,56.92294987280809,381.6666666666667,1.9617849015628601,27.790000000000003,0.41899350299921784,3.733333333333333,2.123414441151065,4.766666666666667,9.229421554042387,26.76666666666667,3
